Scenario,Perturbation,Latency,Count,Tick
DynamicNetwork,"('station2', 0)",37.60540568227291,50.24,47.08
DynamicNetwork,"('station2', 1)",37.297343318866005,50.08,147.08
DynamicNetwork,"('station2', 2)",37.36472464678179,50.12,247.08
DynamicNetwork,"('station2', 3)",37.40770677809585,50.12,347.08
DynamicNetwork,"('station2', 4)",37.278672635207926,50.2,447.08
DynamicNetwork,"('station2', 5)",37.66992314772063,50.32,547.08
DynamicNetwork,"('station2', 6)",37.34914248079494,50.28,647.08
DynamicNetwork,"('station2', 7)",37.34166584323133,50.2,747.08
DynamicNetwork,"('station2', 8)",37.556716051181,50.32,847.08
DynamicNetwork,"('station2', 9)",37.24353403712719,50.36,947.08
DynamicNetwork,"('station2', 10)",37.17516824867666,50.36,1047.08
DynamicNetwork,"('station2', 11)",37.6772484227105,50.44,1147.08
DynamicNetwork,"('station2', 12)",37.39785408532709,50.6,1247.08
DynamicNetwork,"('station2', 13)",37.524187276226414,50.56,1347.08
DynamicNetwork,"('station2', 14)",37.58405922032093,50.8,1447.08
DynamicNetwork,"('station2', 15)",37.65054781462852,50.72,1547.08
DynamicNetwork,"('station2', 16)",37.571296052896514,50.56,1647.08
DynamicNetwork,"('station2', 17)",37.33752039326255,50.64,1747.08
DynamicNetwork,"('station2', 18)",37.547887614627605,50.64,1847.08
DynamicNetwork,"('station2', 19)",26.270692244889734,34.88,1947.08
DynamicNetwork,"('station8', 0)",50.60581835195617,50.24,55.64
DynamicNetwork,"('station8', 1)",50.27037427894235,50.2,155.6
DynamicNetwork,"('station8', 2)",50.404133087080986,50.08,255.6
DynamicNetwork,"('station8', 3)",50.658382629975065,50.16,355.6
DynamicNetwork,"('station8', 4)",50.618460651953086,50.24,455.6
DynamicNetwork,"('station8', 5)",50.617543485086344,50.32,555.6
DynamicNetwork,"('station8', 6)",50.46972211049876,50.24,655.6
DynamicNetwork,"('station8', 7)",50.621099201480305,50.24,755.6
DynamicNetwork,"('station8', 8)",50.419153646248034,50.32,855.6
DynamicNetwork,"('station8', 9)",50.29902978764156,50.44,955.6
DynamicNetwork,"('station8', 10)",50.545386088794494,50.48,1055.6
DynamicNetwork,"('station8', 11)",50.47181757373811,50.48,1155.6
DynamicNetwork,"('station8', 12)",50.312709606500256,50.56,1255.6
DynamicNetwork,"('station8', 13)",50.513465077409776,50.64,1355.6
DynamicNetwork,"('station8', 14)",50.52006413886956,50.8,1455.6
DynamicNetwork,"('station8', 15)",50.607989770849635,50.72,1555.6
DynamicNetwork,"('station8', 16)",50.390927467018834,50.6,1655.6
DynamicNetwork,"('station8', 17)",50.70160453536982,50.68,1755.6
DynamicNetwork,"('station8', 18)",50.538728250054106,50.64,1855.6
DynamicNetwork,"('station8', 19)",26.811286530081226,22.2,1955.6
DynamicNetwork,"('station4', 0)",40.28769843937575,50.16,38.44
DynamicNetwork,"('station4', 1)",40.466158463385355,50.24,138.44
DynamicNetwork,"('station4', 2)",40.23199427463293,50.12,238.44
DynamicNetwork,"('station4', 3)",40.235833382583806,50.16,338.44
DynamicNetwork,"('station4', 4)",40.1864257856989,50.24,438.44
DynamicNetwork,"('station4', 5)",40.27193035367994,50.2,538.44
DynamicNetwork,"('station4', 6)",40.05051528303628,50.24,638.44
DynamicNetwork,"('station4', 7)",40.201988204512574,50.24,738.44
DynamicNetwork,"('station4', 8)",40.32340869584409,50.36,838.44
DynamicNetwork,"('station4', 9)",40.094513811330046,50.36,938.44
DynamicNetwork,"('station4', 10)",40.08997277218257,50.44,1038.44
DynamicNetwork,"('station4', 11)",40.251781826589685,50.44,1138.44
DynamicNetwork,"('station4', 12)",40.298470628109335,50.6,1238.44
DynamicNetwork,"('station4', 13)",40.357586221193834,50.64,1338.44
DynamicNetwork,"('station4', 14)",40.40177959289506,50.68,1438.44
DynamicNetwork,"('station4', 15)",39.990284408393265,50.76,1538.44
DynamicNetwork,"('station4', 16)",40.073683315978045,50.6,1638.44
DynamicNetwork,"('station4', 17)",40.29117150548616,50.64,1738.44
DynamicNetwork,"('station4', 18)",40.33075882622188,50.64,1838.44
DynamicNetwork,"('station4', 19)",31.623315349165786,37.48,1938.44
DynamicNetwork,"('station7', 0)",37.69383721488595,50.08,47.68
DynamicNetwork,"('station7', 1)",37.69228488934036,50.2,147.68
DynamicNetwork,"('station7', 2)",37.83394008064764,50.08,247.68
DynamicNetwork,"('station7', 3)",37.73671774248161,50.16,347.68
DynamicNetwork,"('station7', 4)",37.69714011142919,50.2,447.68
DynamicNetwork,"('station7', 5)",38.00577604580294,50.32,547.68
DynamicNetwork,"('station7', 6)",37.93213057530706,50.24,647.68
DynamicNetwork,"('station7', 7)",37.9537315995774,50.24,747.68
DynamicNetwork,"('station7', 8)",38.1904166164579,50.4,847.68
DynamicNetwork,"('station7', 9)",37.8232959324804,50.36,947.68
DynamicNetwork,"('station7', 10)",38.087376288389905,50.4,1047.68
DynamicNetwork,"('station7', 11)",37.93169857198161,50.44,1147.68
DynamicNetwork,"('station7', 12)",37.89702455386282,50.6,1247.68
DynamicNetwork,"('station7', 13)",37.84007757080579,50.6,1347.68
DynamicNetwork,"('station7', 14)",37.91940927344009,50.76,1447.68
DynamicNetwork,"('station7', 15)",37.85419316582624,50.76,1547.68
DynamicNetwork,"('station7', 16)",37.959164327977845,50.6,1647.68
DynamicNetwork,"('station7', 17)",38.0184086774784,50.68,1747.68
DynamicNetwork,"('station7', 18)",37.99815407577106,50.64,1847.68
DynamicNetwork,"('station7', 19)",27.332932656972652,34.44,1947.68
DynamicNetwork,"('station3', 0)",40.86540548527103,50.16,57.56
DynamicNetwork,"('station3', 1)",40.81492230122818,50.2,157.56
DynamicNetwork,"('station3', 2)",40.96998894326961,50.2,257.56
DynamicNetwork,"('station3', 3)",40.83929451165081,50.16,357.56
DynamicNetwork,"('station3', 4)",40.94719587835134,50.24,457.56
DynamicNetwork,"('station3', 5)",40.9462347923785,50.24,557.56
DynamicNetwork,"('station3', 6)",40.744315757072066,50.2,657.56
DynamicNetwork,"('station3', 7)",40.670218844925486,50.24,757.56
DynamicNetwork,"('station3', 8)",40.70249893559746,50.32,857.56
DynamicNetwork,"('station3', 9)",40.60770022609915,50.32,957.56
DynamicNetwork,"('station3', 10)",40.83707242353804,50.32,1057.56
DynamicNetwork,"('station3', 11)",41.11525733965897,50.48,1157.56
DynamicNetwork,"('station3', 12)",40.6623683777462,50.64,1257.56
DynamicNetwork,"('station3', 13)",40.79248676750496,50.64,1357.56
DynamicNetwork,"('station3', 14)",40.727062217294616,50.76,1457.56
DynamicNetwork,"('station3', 15)",40.680612875677134,50.6,1557.56
DynamicNetwork,"('station3', 16)",40.805002951286696,50.56,1657.56
DynamicNetwork,"('station3', 17)",41.05962320736328,50.68,1757.56
DynamicNetwork,"('station3', 18)",40.83229971266921,50.64,1857.56
DynamicNetwork,"('station3', 19)",23.976836738908116,25.88,1957.56
DynamicNetwork,"('station5', 0)",30.25455974389756,50.12,53.6
DynamicNetwork,"('station5', 1)",30.171330489118727,50.2,153.6
DynamicNetwork,"('station5', 2)",30.113345963000587,50.08,253.6
DynamicNetwork,"('station5', 3)",30.329181217102217,50.2,353.6
DynamicNetwork,"('station5', 4)",30.102332385261796,50.2,453.6
DynamicNetwork,"('station5', 5)",30.265192957182876,50.24,553.6
DynamicNetwork,"('station5', 6)",30.276460947455888,50.2,653.6
DynamicNetwork,"('station5', 7)",30.2807412720676,50.24,753.6
DynamicNetwork,"('station5', 8)",30.533673977457457,50.4,853.6
DynamicNetwork,"('station5', 9)",30.05549626782498,50.32,953.6
DynamicNetwork,"('station5', 10)",30.487683778526733,50.4,1053.6
