Scenario,Perturbation,Latency,Count,Tick
Point2Point,"('station0', 5)",36.68,1,549.28
Point2Point,"('station0', 6)",37.32,1,649.28
Point2Point,"('station0', 7)",37.36,1,749.28
Point2Point,"('station0', 8)",39.96,1,849.28
Point2Point,"('station0', 9)",36.88,1,949.28
Point2Point,"('station0', 10)",32.48,1,1049.28
Point2Point,"('station0', 11)",38.52,1,1149.28
Point2Point,"('station0', 12)",43.68,1,1249.28
Point2Point,"('station0', 13)",40.16,1,1349.28
Point2Point,"('station0', 14)",32.56,1,1449.28
Point2Point,"('station0', 15)",38.72,1,1549.28
Point2Point,"('station0', 16)",38.64,1,1649.28
Point2Point,"('station0', 17)",40.32,1,1749.28
Point2Point,"('station0', 18)",34.32,1,1849.28
Point2Point,"('station0', 19)",19.12,0.64,1949.28
PrivacyPreserving,"('station0', 0)",31.56,1,47.36
PrivacyPreserving,"('station0', 1)",35.04,1,147.36
PrivacyPreserving,"('station0', 2)",41.12,1,247.36
PrivacyPreserving,"('station0', 3)",40.68,1,347.36
PrivacyPreserving,"('station0', 4)",33.6,1,447.36
PrivacyPreserving,"('station0', 5)",33.68,1,547.36
PrivacyPreserving,"('station0', 6)",41.36,1,647.36
PrivacyPreserving,"('station0', 7)",33.88,1,747.36
PrivacyPreserving,"('station0', 8)",35.4,1,847.36
PrivacyPreserving,"('station0', 9)",35.48,1,947.36
PrivacyPreserving,"('station0', 10)",41.36,1,1047.36
PrivacyPreserving,"('station0', 11)",41.28,1,1147.36
PrivacyPreserving,"('station0', 12)",35.48,1,1247.36
PrivacyPreserving,"('station0', 13)",34.76,1,1347.36
PrivacyPreserving,"('station0', 14)",38.32,1,1447.36
PrivacyPreserving,"('station0', 15)",43.0,1,1547.36
PrivacyPreserving,"('station0', 16)",38.52,1,1647.36
PrivacyPreserving,"('station0', 17)",39.24,1,1747.36
PrivacyPreserving,"('station0', 18)",46.84,1,1847.36
PrivacyPreserving,"('station0', 19)",20.2,0.64,1947.36
RecoveringLoss,"('station0', 0)",58.52410299034628,51.12,62.8
RecoveringLoss,"('station0', 1)",43.21993682767737,50.52,162.8
RecoveringLoss,"('station0', 2)",44.80118082298231,50.8,262.8
RecoveringLoss,"('station0', 3)",57.16693546202225,51.32,362.8
RecoveringLoss,"('station0', 4)",56.14789017067882,51.28,462.8
RecoveringLoss,"('station0', 5)",54.4841582148615,51.04,562.8
RecoveringLoss,"('station0', 6)",50.657136119121084,50.92,662.8
RecoveringLoss,"('station0', 7)",49.94938140597313,50.76,762.8
RecoveringLoss,"('station0', 8)",52.32716804517001,50.76,862.8
RecoveringLoss,"('station0', 9)",46.60360861359219,50.44,962.8
RecoveringLoss,"('station0', 10)",37.82698458843502,49.88,1062.8
RecoveringLoss,"('station0', 11)",37.97196669947973,49.96,1162.8
RecoveringLoss,"('station0', 12)",37.99307395069446,50.04,1262.8
RecoveringLoss,"('station0', 13)",37.89473925681691,50,1362.8
RecoveringLoss,"('station0', 14)",37.959599687142884,50,1462.8
RecoveringLoss,"('station0', 15)",37.79512909890758,50.04,1562.8
RecoveringLoss,"('station0', 16)",37.87395262831935,50.12,1662.8
RecoveringLoss,"('station0', 17)",37.818274874664695,50.2,1762.8
RecoveringLoss,"('station0', 18)",37.92023851422791,50.12,1862.8
RecoveringLoss,"('station0', 19)",18.843019503817303,24.8,1962.8
GroupCommunication,"('station0', 0)",50.36414691273639,17.32,50.72
GroupCommunication,"('station0', 1)",47.53021358894637,18.24,150.72
GroupCommunication,"('station0', 2)",55.08215840530897,17.32,250.72
GroupCommunication,"('station0', 3)",54.052181945505474,17.64,350.72
GroupCommunication,"('station0', 4)",65.6671106801695,17.08,450.72
GroupCommunication,"('station0', 5)",54.992832757572344,17.4,550.72
GroupCommunication,"('station0', 6)",54.17554007327381,17.2,650.72
GroupCommunication,"('station0', 7)",48.91984821679868,17.68,750.72
GroupCommunication,"('station0', 8)",50.9980958322723,16.96,850.72
GroupCommunication,"('station0', 9)",49.54981150875268,17.32,950.72
GroupCommunication,"('station0', 10)",38.36749721647463,16.84,1050.72
GroupCommunication,"('station0', 11)",36.4991074477638,17.6,1150.72
GroupCommunication,"('station0', 12)",38.30036763408591,17.68,1250.72
GroupCommunication,"('station0', 13)",38.85289941570074,16.76,1350.72
GroupCommunication,"('station0', 14)",38.2751776967831,17.32,1450.72
GroupCommunication,"('station0', 15)",39.291741544661065,17.08,1550.72
GroupCommunication,"('station0', 16)",37.241456834327956,17.52,1650.72
GroupCommunication,"('station0', 17)",39.67925833540383,16.52,1750.72
GroupCommunication,"('station0', 18)",38.34753040406447,16.44,1850.72
GroupCommunication,"('station0', 19)",23.455882303798727,10.64,1950.72
