Scenario,Perturbation,Latency,Count,Tick
PrivacyPreserving,"('station0', 3)",41.56,1,341.72
PrivacyPreserving,"('station0', 4)",37.52,1,441.72
PrivacyPreserving,"('station0', 5)",30.56,1,541.72
PrivacyPreserving,"('station0', 6)",45.84,1,641.72
PrivacyPreserving,"('station0', 7)",45.32,1,741.72
PrivacyPreserving,"('station0', 8)",41.28,0.96,841.72
PrivacyPreserving,"('station0', 9)",41.48,1,941.72
PrivacyPreserving,"('station0', 10)",41.44,1,1041.72
PrivacyPreserving,"('station0', 11)",32.4,1,1141.72
PrivacyPreserving,"('station0', 12)",44.56,1,1241.72
PrivacyPreserving,"('station0', 13)",36.0,1,1341.72
PrivacyPreserving,"('station0', 14)",39.32,1,1441.72
PrivacyPreserving,"('station0', 15)",36.32,1,1541.72
PrivacyPreserving,"('station0', 16)",28.12,1,1641.72
PrivacyPreserving,"('station0', 17)",37.88,1,1741.72
PrivacyPreserving,"('station0', 18)",34.44,1,1841.72
PrivacyPreserving,"('station0', 19)",22.68,0.76,1941.72
GroupCommunication,"('station0', 0)",121.61721789448792,18.56,42.0
GroupCommunication,"('station0', 1)",96.16843918700764,17.8,142.0
GroupCommunication,"('station0', 2)",74.39275155988476,19,242.0
GroupCommunication,"('station0', 3)",121.96665904064976,18.2,342.0
GroupCommunication,"('station0', 4)",95.63138125620958,18.12,442.0
GroupCommunication,"('station0', 5)",84.12456483414583,17.88,542.0
GroupCommunication,"('station0', 6)",102.2325537773574,17.8,642.0
GroupCommunication,"('station0', 7)",93.51199701494869,18.04,742.0
GroupCommunication,"('station0', 8)",73.33925962098954,17.12,842.0
GroupCommunication,"('station0', 9)",76.99670178153458,18.6,942.0
GroupCommunication,"('station0', 10)",38.76135814446992,17.44,1042.0
GroupCommunication,"('station0', 11)",39.128974236874235,16.96,1142.0
GroupCommunication,"('station0', 12)",37.91901139003233,16.56,1242.0
GroupCommunication,"('station0', 13)",37.92893304287732,16.68,1342.0
GroupCommunication,"('station0', 14)",38.59727774959819,16,1442.0
GroupCommunication,"('station0', 15)",39.50916223575408,18.84,1542.0
GroupCommunication,"('station0', 16)",37.63251896524827,18.4,1642.0
GroupCommunication,"('station0', 17)",38.70626089235843,16.76,1742.0
GroupCommunication,"('station0', 18)",37.42495761637295,17.64,1842.0
GroupCommunication,"('station0', 19)",29.239328341593044,12.36,1942.0
DynamicNetwork,"('station0', 0)",34.851484833933576,50.2,52.12
DynamicNetwork,"('station0', 1)",34.99952850370917,50.28,152.08
DynamicNetwork,"('station0', 2)",34.83337296149229,50,252.08
DynamicNetwork,"('station0', 3)",35.265153710715055,50.08,352.08
DynamicNetwork,"('station0', 4)",35.27086164882036,50,452.08
DynamicNetwork,"('station0', 5)",35.25736364746189,49.84,552.08
DynamicNetwork,"('station0', 6)",35.38140473240095,49.96,652.08
DynamicNetwork,"('station0', 7)",35.20720427695026,49.96,752.08
DynamicNetwork,"('station0', 8)",35.36944978200704,50,852.08
DynamicNetwork,"('station0', 9)",35.50091157848599,50.16,952.08
DynamicNetwork,"('station0', 10)",35.48790819903859,50.36,1052.08
DynamicNetwork,"('station0', 11)",34.95789557931603,50.2,1152.08
DynamicNetwork,"('station0', 12)",34.9130645367511,50.16,1252.08
DynamicNetwork,"('station0', 13)",35.45070898704483,50.36,1352.08
DynamicNetwork,"('station0', 14)",35.316419798060615,50.4,1452.08
DynamicNetwork,"('station0', 15)",35.612326801559995,50.6,1552.08
DynamicNetwork,"('station0', 16)",35.46935000604289,50.64,1652.08
DynamicNetwork,"('station0', 17)",35.24606780818137,50.48,1752.08
DynamicNetwork,"('station0', 18)",35.21441805874712,50.28,1852.08
DynamicNetwork,"('station0', 19)",21.63994828974528,29.52,1952.08
DynamicNetwork,"('station0', 20)",0,0,2000.0
