Scenario,Perturbation,Latency,Count,Tick
Point2Point,"('station0', 14)",38.76,1,1451.28
Point2Point,"('station0', 15)",40.6,1,1551.28
Point2Point,"('station0', 16)",40.4,1,1651.28
Point2Point,"('station0', 17)",39.72,1,1751.28
Point2Point,"('station0', 18)",37.76,1,1851.28
Point2Point,"('station0', 19)",19.04,0.64,1951.28
PrivacyPreserving,"('station0', 0)",38.44,1,47.32
PrivacyPreserving,"('station0', 1)",39.96,1,147.32
PrivacyPreserving,"('station0', 2)",34.16,1,247.32
PrivacyPreserving,"('station0', 3)",43.48,1,347.32
PrivacyPreserving,"('station0', 4)",35.8,1,447.32
PrivacyPreserving,"('station0', 5)",36.2,1,547.32
PrivacyPreserving,"('station0', 6)",40.64,1,647.32
PrivacyPreserving,"('station0', 7)",34.84,1,747.32
PrivacyPreserving,"('station0', 8)",36.64,1,847.32
PrivacyPreserving,"('station0', 9)",34.56,0.96,947.32
PrivacyPreserving,"('station0', 10)",38.68,1,1047.32
PrivacyPreserving,"('station0', 11)",38.84,1,1147.32
PrivacyPreserving,"('station0', 12)",40.6,1,1247.32
PrivacyPreserving,"('station0', 13)",38.2,1,1347.32
PrivacyPreserving,"('station0', 14)",37.84,1,1447.32
PrivacyPreserving,"('station0', 15)",44.6,1,1547.32
PrivacyPreserving,"('station0', 16)",37.4,1,1647.32
PrivacyPreserving,"('station0', 17)",40.64,1,1747.32
PrivacyPreserving,"('station0', 18)",35.08,1,1847.32
PrivacyPreserving,"('station0', 19)",23.36,0.68,1947.32
GroupCommunication,"('station0', 0)",76.10533511657276,17.56,43.24
GroupCommunication,"('station0', 1)",46.51184698101289,17.44,143.24
GroupCommunication,"('station0', 2)",53.76782963228124,18.16,243.24
GroupCommunication,"('station0', 3)",39.37065672443449,17.72,343.24
GroupCommunication,"('station0', 4)",39.948520531337465,17.2,443.24
GroupCommunication,"('station0', 5)",43.11709497004544,17.48,543.24
GroupCommunication,"('station0', 6)",44.03424220334189,17.64,643.24
GroupCommunication,"('station0', 7)",51.73379797691129,16.92,743.24
GroupCommunication,"('station0', 8)",44.19820194511371,17.48,843.24
GroupCommunication,"('station0', 9)",52.540377734588006,18.04,943.24
GroupCommunication,"('station0', 10)",47.51851591826608,17.92,1043.24
GroupCommunication,"('station0', 11)",43.63143083787632,16.76,1143.24
GroupCommunication,"('station0', 12)",43.40419050935307,16.96,1243.24
GroupCommunication,"('station0', 13)",40.49101064106919,16.76,1343.24
GroupCommunication,"('station0', 14)",36.95624912659816,16.96,1443.24
GroupCommunication,"('station0', 15)",35.63230106563543,16.6,1543.24
GroupCommunication,"('station0', 16)",37.03031781428068,15.96,1643.24
GroupCommunication,"('station0', 17)",38.89119358917655,16.08,1743.24
GroupCommunication,"('station0', 18)",39.54152014542047,17,1843.24
GroupCommunication,"('station0', 19)",26.654304926927207,11.84,1943.24
PerfectConditions,"('station0', 0)",33.175247699079634,50.16,56.0
PerfectConditions,"('station0', 1)",33.82986602641056,50.28,155.96
PerfectConditions,"('station0', 2)",33.33289859943977,50.28,255.96
PerfectConditions,"('station0', 3)",33.51849817976291,50.24,355.96
PerfectConditions,"('station0', 4)",33.394841722155306,50.24,455.96
PerfectConditions,"('station0', 5)",33.38762831340362,50.32,555.96
PerfectConditions,"('station0', 6)",33.06443395046682,50.36,655.96
PerfectConditions,"('station0', 7)",33.33941589426062,50.32,755.96
PerfectConditions,"('station0', 8)",33.29358559468132,50.28,855.96
PerfectConditions,"('station0', 9)",33.60903057002438,50.28,955.96
PerfectConditions,"('station0', 10)",33.31923333743465,50.24,1055.96
PerfectConditions,"('station0', 11)",33.18062344475943,50.04,1155.96
PerfectConditions,"('station0', 12)",33.43139019800489,49.88,1255.96
PerfectConditions,"('station0', 13)",33.31205003484518,49.92,1355.96
PerfectConditions,"('station0', 14)",33.15205292265397,49.8,1455.96
PerfectConditions,"('station0', 15)",33.104714906630136,49.64,1555.96
PerfectConditions,"('station0', 16)",33.21904986133884,49.6,1655.96
PerfectConditions,"('station0', 17)",33.199006345259605,49.44,1755.96
PerfectConditions,"('station0', 18)",33.09760924143058,49.4,1855.96
PerfectConditions,"('station0', 19)",20.173304951992968,28.4,1955.96
PerfectConditions,"('station0', 20)",0,0,2000.0
DynamicNetwork,"('station0', 0)",33.12421630806168,50.16,47.24
DynamicNetwork,"('station0', 1)",33.40151440500728,50.2,147.24
DynamicNetwork,"('station0', 2)",33.65984603652781,50.16,247.24
DynamicNetwork,"('station0', 3)",33.50874444872289,50.16,347.24
DynamicNetwork,"('station0', 4)",33.70445189774023,50.12,447.24
DynamicNetwork,"('station0', 5)",33.80251756034779,50.2,547.24
DynamicNetwork,"('station0', 6)",33.71351879706889,50.12,647.24
DynamicNetwork,"('station0', 7)",33.72333073659071,50.08,747.24
DynamicNetwork,"('station0', 8)",33.83228556440943,50.08,847.24
DynamicNetwork,"('station0', 9)",33.807771454106295,50.2,947.24
DynamicNetwork,"('station0', 10)",33.767462176560365,50.28,1047.24
DynamicNetwork,"('station0', 11)",33.61871283103022,50.24,1147.24
DynamicNetwork,"('station0', 12)",33.87216104778775,50.12,1247.24
DynamicNetwork,"('station0', 13)",33.98480298063948,50.04,1347.24
DynamicNetwork,"('station0', 14)",33.74210275280663,50.12,1447.24
DynamicNetwork,"('station0', 15)",33.752803731205006,50.08,1547.24
DynamicNetwork,"('station0', 16)",33.831337204540596,50.08,1647.24
DynamicNetwork,"('station0', 17)",33.72830792864592,50,1747.24
DynamicNetwork,"('station0', 18)",33.57170798653897,50,1847.24
DynamicNetwork,"('station0', 19)",24.384517514662786,34.2,1947.24
