"run","stopAt","numStations","probNew","probPerturbationDrop","packetSize","transmissionSpeed","numRelays","minNumRelays","randomSeed","maxNumRelays","probCrash","protocolVersion"
79,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
81,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
83,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
85,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
87,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
89,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
91,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
93,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
95,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
97,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
99,500,1,0,0,100,100,3,1,123456,5,0,"GroupCommunication"
